"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",3,9,4.06243414047321,1.44208985345399,1.66251669888252,2.08879903764603,3.17256068183383,3.73066721091656,5.14182021854712,6.37400268671866,6.60812482519223
"3",4,10,3.90027091241352,1.42277161936075,1.78024463897832,2.04942745361522,2.84940520966257,3.6098373185376,4.70629366256223,6.66687578744561,7.2971744239507
"4",5,11,4.07147084684461,1.41222159215782,1.84636590432832,2.10665153890971,3.07387041436897,3.89906162050131,4.83520950383045,6.72190818130419,7.41218980047623
"5",6,12,3.91425024833495,1.48977647776294,1.68155225496467,1.94069370674985,2.83119570073912,3.69811543001178,4.71885434832574,6.64668925989699,7.49391518621244
"6",7,13,3.53932866193269,1.32598217312565,1.51803238778006,1.73380559976868,2.57925754692361,3.35084747968245,4.28333147259065,6.01306026035749,6.64676649574222
"7",8,14,3.24696596382768,1.29529010275009,1.35636970725549,1.56015460049177,2.3025955710026,3.02671661662949,3.96092909513991,5.68852476974019,6.32817091494035
"8",9,15,3.1392367652882,1.27371316857334,1.34790450876058,1.52068757509904,2.2329049505053,2.91164496367352,3.78191497011041,5.56186873689439,6.29669339789542
"9",10,16,2.95727402261427,1.1645848698163,1.33521247841457,1.49376880756066,2.13428593935575,2.73872217389849,3.54670643470473,5.16747539575454,5.809012244466
"10",11,17,2.57111187032481,0.975311225485369,1.18955298565099,1.342911137427,1.88890191150409,2.39592620944136,3.05103331747896,4.41329041605017,4.96758044245947
"11",12,18,2.25485906296198,0.789876856049941,1.08298446947699,1.21502570319757,1.69872001384051,2.12991241212406,2.66965351385341,3.7239605133375,4.16290702544018
"12",13,19,2.00995672612427,0.670458257211156,0.988895220992677,1.10683933229527,1.52998671533256,1.90961045506493,2.381684114564,3.24198481421414,3.60482472057045
"13",14,20,1.97712675278198,0.617513932159638,1.00845279920468,1.1245636918893,1.53921037602895,1.89070701850511,2.3298963986273,3.10712403115751,3.39529217371778
"14",15,21,1.8121658696759,0.539393289101389,0.946045499216485,1.04878636232618,1.42944111336756,1.74649759539984,2.12641866314052,2.78081070506363,3.04110493165235
"15",16,22,1.56123469389351,0.473164702552013,0.797374971585253,0.892318329024727,1.22359042759606,1.50624931677815,1.8379170152581,2.40101746060177,2.63353763474336
"16",17,23,1.35713929459835,0.416739816739755,0.679735901328778,0.76171353693124,1.05800578146181,1.30872676173142,1.60466458517639,2.11739183919074,2.30038138910876
"17",18,24,1.39050978634541,0.404892761365487,0.72627603223409,0.802766700321139,1.09976258379279,1.34573574796864,1.63792711075379,2.11706123475786,2.29042985774498
"18",19,25,1.62553716213292,0.4242414152923,0.909370061190651,1.00113135811139,1.32652342651077,1.58272570368296,1.88234420162691,2.38848335460432,2.57859743079216
"19",20,26,1.75715086877238,0.431755724664922,1.02492382214226,1.12184474528766,1.44888040933134,1.7185987935112,2.02263030204788,2.52315917766871,2.71434796378369
"20",21,27,1.60250535819492,0.400543935852201,0.919651354290714,1.01024470608214,1.3209754810101,1.56644358506815,1.84819405479301,2.31443013594887,2.48574384925795
"21",22,28,1.82482103838985,0.418213765831579,1.09458394229104,1.20104110683229,1.52826793241961,1.79105751361229,2.08858013798835,2.56053458522204,2.7315562234199
"22",23,29,1.76663304035048,0.403710173474751,1.06817310508102,1.16348285182547,1.47811624521114,1.73376080049479,2.01468641874858,2.48517803428968,2.64039783115082
"23",24,30,1.71826706584583,0.394186245511743,1.03654060023715,1.12586052824851,1.43991982994268,1.68888556621281,1.9629345596269,2.40898193228252,2.57135724136124
"24",25,31,1.66868896376941,0.380548959482831,1.01025536364351,1.09943353791078,1.40131305971574,1.63758998246291,1.90464627874097,2.34452503684251,2.49874571796798
"25",26,32,1.36814087815848,0.341090173020333,0.785016357250577,0.854317261272142,1.12682271056527,1.33910805772393,1.58149085055999,1.97125031652742,2.1013940411532
"26",27,33,1.16293224521415,0.309879605122109,0.644167474097213,0.710888611092134,0.941716957462348,1.13298263598596,1.35131092420791,1.7163773385614,1.85388210013402
"27",28,34,1.27064022873259,0.320308047691536,0.728361453905676,0.798803818782919,1.04277241493567,1.24058657352021,1.46621336824959,1.83875079120481,1.97653806363139
"28",29,35,1.22136302844925,0.305721237505715,0.702487714074951,0.769799815704287,1.00235580259062,1.1954374362621,1.40854609171983,1.76238214397761,1.8962654050583
"29",30,36,1.4563978973482,0.328863432688127,0.889984178991027,0.961277411110675,1.22565721850413,1.43141305499991,1.65873715253895,2.03757040408438,2.17472596437946
"30",31,37,1.47519402552124,0.325478022574755,0.909799167716817,0.984266950061289,1.24502281717554,1.45022192644676,1.67768658285321,2.05211925144713,2.18728401051443
"31",32,38,1.36968095590066,0.305892607282491,0.8366667534255,0.909010771939315,1.1545242270954,1.34614432349281,1.56181665241076,1.90624303921684,2.02939962838228
"32",33,39,1.40003108690948,0.303628440342159,0.87413258082652,0.941077733847391,1.18398263885906,1.37748628843184,1.59072665228817,1.93433496025337,2.06400528892763
"33",34,40,1.37085053562254,0.297165193397557,0.854541810703515,0.923965894652413,1.16066850679924,1.34804257321462,1.55540429837143,1.89797933342511,2.01680605543407
"34",35,41,1.1591282681401,0.268768825375424,0.692812427825177,0.759050647667544,0.968405546466554,1.13832563806352,1.32499620928936,1.63503609472198,1.74919722253395
"35",36,42,1.01591259439583,0.24837075182913,0.591751261345345,0.648250356098144,0.838249955021011,0.994617615284016,1.16839574514946,1.45626636577243,1.55715893431033
"36",37,43,0.706501070822534,0.205040345976579,0.363957798508539,0.407423600165473,0.559662882470192,0.684806754269552,0.83091628576419,1.0776766912879,1.16092597854401
"37",38,44,0.693712761196184,0.201863114255229,0.356437690734838,0.399955349106991,0.548288184140044,0.673707356137977,0.815820366758659,1.05540492138056,1.13768012963429
"38",39,45,0.737232641160852,0.205872150549299,0.390059306229108,0.433350633021275,0.58994564442653,0.720160866809005,0.863660731323858,1.10730937987408,1.18911011252977
"39",40,46,0.673852659060267,0.195338802688349,0.346400056919599,0.386559396435531,0.534944473159725,0.655594132104387,0.792457422078872,1.02095263187586,1.10607843438726
"40",41,47,0.725709689682337,0.202265808416649,0.38521315227107,0.428829036046871,0.580825139483503,0.706704715075801,0.851428748582701,1.08525523142264,1.17343210024059
"41",42,48,0.784627251372939,0.209583560983339,0.428698146934785,0.474545594127713,0.635905294566987,0.765868500451613,0.914695100486821,1.15809869366735,1.24045764143294
"42",43,49,0.790773475116396,0.212273152106431,0.430670931136866,0.478422801375331,0.641222287546576,0.769745888341124,0.919815269540892,1.17308610338367,1.26354794393738
"43",44,50,0.978073828938759,0.241390918268621,0.561962252516229,0.616551018508226,0.806782367845618,0.958767196478249,1.12597754203852,1.40190720059896,1.5080147699654
"44",45,51,1.00355929823877,0.250344322035236,0.581556911192343,0.630794208727143,0.825809389000845,0.983167853972821,1.15921619767241,1.44516407866353,1.5523326622235
"45",46,52,0.970915979854936,0.246942865710943,0.548443944040859,0.600691124275204,0.794282544962796,0.950495717568484,1.1247205144386,1.40875779747574,1.51158786468149
