"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"13",14,20,3.00535646118995,0.88827907830964,1.61960163947969,1.77094970408574,2.37009248661419,2.88597832795226,3.50384850701764,4.64527089434629,5.06916030433913
"14",15,21,2.61654812647211,0.765146729468518,1.40822708491304,1.54777257293402,2.06510809179145,2.52645904564371,3.05968927783989,4.02521574431535,4.38061660713166
"15",16,22,2.51209167263911,0.719852958933357,1.35819825846713,1.49249138142288,1.98653025279175,2.42204311491554,2.95103426558208,3.83525893437796,4.14393905634397
"16",17,23,2.08661723623448,0.616554424754729,1.10792499087528,1.22207078598729,1.63206843107495,2.01210018730482,2.45727655898443,3.22770054296209,3.48585391971086
"17",18,24,2.30224056081457,0.647821791884066,1.26228887985747,1.39066214063121,1.83143895556394,2.22493253153391,2.6921432198973,3.4791178094639,3.77545128518024
"18",19,25,1.85422388671775,0.537804008870064,1.01179237011649,1.10162740301852,1.46369877107024,1.78333371085379,2.17276085604548,2.83310287286336,3.08463874629078
"19",20,26,1.86861079928565,0.515394543466546,1.04798617908582,1.14689429231868,1.49420604266743,1.7991742337312,2.1799312439634,2.81138173047636,3.04957673426396
"20",21,27,1.50634196015022,0.425935237647574,0.837031852244092,0.913730082835488,1.20274848332676,1.45057673797048,1.74857424008942,2.29427317707979,2.49011642234416
"21",22,28,1.3321991352366,0.371921575073462,0.735804407384533,0.809777359255362,1.06555590860609,1.28642107947739,1.54885013558074,2.01754527802156,2.18516833111886
"22",23,29,1.18717593057196,0.328558169912898,0.657471809873662,0.72206806402979,0.95288043527968,1.14858282636506,1.38018236833455,1.78002345067104,1.93577540779102
"23",24,30,0.996785402576305,0.278264255282875,0.539452226316187,0.599700323650031,0.800027685956389,0.965735401579637,1.15910291045045,1.49867934475959,1.62690591558639
"24",25,31,0.831214716752792,0.239719119314166,0.436075168735951,0.486012500955969,0.661204608858651,0.804160391947242,0.971600003519007,1.26439234524501,1.37015533890667
"25",26,32,0.973191403803586,0.248071413057842,0.556434635168898,0.610671985355064,0.797133664324882,0.948986128128953,1.12450839724559,1.41608135784105,1.52417581136569
"26",27,33,0.891972245063927,0.22914943336047,0.504889955072518,0.555309015658987,0.728059781543004,0.869737255009555,1.03402457664478,1.3018150674097,1.3943657710612
"27",28,34,0.989182807700503,0.238764237077134,0.584012389414699,0.635274391587685,0.817874758659419,0.968755972496534,1.13643882881549,1.41498072597763,1.51201468313421
"28",29,35,1.0357522915875,0.241660283613618,0.615923263455419,0.674139630702274,0.863563826011803,1.01797690041941,1.18700042430419,1.46198894250933,1.56041795246595
"29",30,36,0.981012638716749,0.235153916155615,0.571831248601278,0.627872916185767,0.815209465010899,0.962886406880539,1.12530977727268,1.39935460266856,1.49625703404075
"30",31,37,0.984625682451573,0.234976961609265,0.585448483567862,0.635562391557181,0.816405396273839,0.965323768270482,1.13040109825457,1.40138457517056,1.49858269221835
"31",32,38,0.881624013247197,0.225318924111023,0.498781709855851,0.547256228392913,0.720049914852009,0.862548967424482,1.02004206962907,1.28182549754245,1.37589753118124
"32",33,39,0.777405345013182,0.210716091743239,0.420101513909772,0.466730172274731,0.626975936454675,0.758831031048769,0.906252450955332,1.15544020129478,1.24743288863025
"33",34,40,0.730244580041836,0.204856564485636,0.386817761229759,0.430194533188625,0.583696665340926,0.711387353255093,0.857016809295422,1.09609517941907,1.18174800778926
"34",35,41,0.625222102449938,0.191095596044511,0.310714402902215,0.34697869171102,0.488299631033191,0.605598569920085,0.740809857588774,0.967803945794778,1.05296907943758
"35",36,42,0.576788244954488,0.183130998766105,0.27834523272453,0.313487503434741,0.444423929378036,0.558308613377603,0.687889257767613,0.908347673463092,0.986072634971206
