"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",2,8,4.56616202297803,1.90745799919322,1.94201956205866,2.23625939066331,3.22621678941998,4.11332187745207,5.55191333896215,8.15737569584363,9.04297819321181
"2",3,9,3.88298889146887,1.51329781946018,1.63712565939073,1.86301276879483,2.78919801538751,3.67727479542136,4.70100708863061,6.75895210399649,7.6416022985379
"3",4,10,4.34646202429432,1.67571265166817,1.80603736797188,2.1348863217806,3.15214341493456,4.10078370529719,5.23146162695017,7.47304675229899,8.42907218944266
"4",5,11,4.09231930683091,1.66791461599746,1.68273748522759,1.91816572254258,2.8947711445861,3.80463096489831,4.99810211626553,7.20995908288294,8.09081608921642
"5",6,12,3.95968677584173,1.55726217918521,1.68765720977415,1.90964587206422,2.83756849015161,3.70292769193363,4.77933735801113,6.91791345686207,7.79642195532937
"6",7,13,3.75453286685494,1.64020556379647,1.53222956358898,1.73428725037088,2.57555833595256,3.41985528464328,4.59255220866366,6.8788272216548,7.85131713577373
"7",8,14,3.69349066774796,1.56502290324646,1.51618661286909,1.70293963582225,2.53124269920477,3.39471490118832,4.55710027035846,6.65829196395962,7.43528677655561
"8",9,15,3.62061521810698,1.61278765518166,1.47081151530867,1.66158792000095,2.45738210290794,3.29656630277206,4.4328837138177,6.70246573166939,7.65640580832061
"9",10,16,3.8599273822609,1.70897553088507,1.66786906763568,1.86152058398082,2.64400245524436,3.48520332613838,4.66356534272451,7.14752350409044,8.15759374300709
"10",11,17,3.22019308550944,1.48247801126481,1.38993636992711,1.55613634737711,2.20612988323456,2.88929061303054,3.82775438526524,6.06883151591912,7.17890550658719
"11",12,18,3.12006544024158,1.30238405694489,1.45258780037232,1.60905800513125,2.23094119798944,2.84366925956743,3.66822896010415,5.59239991680272,6.55022746679363
"12",13,19,2.86745618948964,1.06609057677416,1.41174440257364,1.55761778558549,2.11556984840337,2.66388591468404,3.37807817114733,4.92534291350948,5.56266379436929
"13",14,20,2.78631568476446,0.934376421099136,1.43935020716522,1.5815488748817,2.12852742248784,2.62230876416206,3.25877287462628,4.55526025850432,5.08918101376051
"14",15,21,2.72166616207893,0.833796235404204,1.47835935345771,1.61628520677321,2.12677970195622,2.59140281736979,3.17911261217663,4.29678445963627,4.72045907318439
"15",16,22,2.47059298677008,0.716485399778536,1.36751018624732,1.49161776982918,1.95515241015187,2.36884932661545,2.86968495203609,3.81737859799636,4.13924059348188
"16",17,23,2.54028475302543,0.686950226117283,1.45999246863049,1.57972429939117,2.04736209192174,2.45108273718403,2.94151245252588,3.81591168663734,4.13676072188118
