"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"22",23,29,1.1128269478389,0.291676899376219,0.623444888863416,0.68556055304193,0.90510707175556,1.08681836810491,1.28912238980404,1.63300671525817,1.74967109156369
"23",24,30,1.48714953825476,0.33596016870023,0.900223431256087,0.979136400407342,1.24762441764972,1.46316591127764,1.69701417332077,2.07960350489701,2.21169016036103
"24",25,31,1.64326165789545,0.358544698253925,1.01715436953191,1.10068485439559,1.38891868127721,1.61913812983868,1.86819647442746,2.27978892628759,2.43189387492032
"25",26,32,1.57719721539949,0.346698480091346,0.973359602927819,1.05666961145674,1.33241706988224,1.55106951143728,1.79368927124679,2.1885458570144,2.32777650748116
"26",27,33,1.57067529502621,0.347187782894325,0.959859447915795,1.04569429371354,1.32411726975737,1.5442227823694,1.79013507946764,2.18117555748495,2.32674830675843
"27",28,34,1.33455354019627,0.319320644392615,0.786327941366633,0.856014533874552,1.11044360125173,1.30955118964103,1.53222006070227,1.89948942683885,2.03639221409485
"28",29,35,1.39249960650699,0.324991039288825,0.830172715271719,0.905018492743617,1.15778494619388,1.36633343751876,1.59898514125221,1.96347449869048,2.09552766018507
"29",30,36,1.37011440260112,0.32118519031982,0.813936460187,0.887498836992339,1.14101897754321,1.34592749963496,1.5749681472716,1.93409041920044,2.0715797383723
"30",31,37,0.985647371736217,0.269862393194784,0.532265086661074,0.589133011945637,0.792399461077181,0.959425243289846,1.15199731651397,1.47198598099652,1.58448513499679
"31",32,38,0.821161351660654,0.246371567907011,0.414666431340367,0.463416965386896,0.644459098518476,0.794317741279726,0.970258627710673,1.26169768256107,1.37258836428716
"32",33,39,0.871222561407335,0.250867940291215,0.452896752455492,0.505794726025086,0.694689589708242,0.846435954742482,1.01834758178131,1.32183854099655,1.43301630613265
"33",34,40,0.848959323394042,0.243603634659822,0.441845375497095,0.495200409498942,0.675543927168162,0.825708805754879,0.995073450192917,1.28654544151481,1.39032012417202
"34",35,41,0.832093215553082,0.235546944669651,0.44078792224354,0.48923512869207,0.664448402922937,0.809117100880384,0.974503363821287,1.2556897967802,1.35672858835348
"35",36,42,1.01162438334844,0.256109672642317,0.571412811876706,0.631129040690587,0.829330466739906,0.99060387345052,1.17025870521683,1.47082407988099,1.57531310658709
"36",37,43,1.13145952312373,0.270838466826918,0.666847685238192,0.727647943376345,0.937203357533641,1.10957328621682,1.30150446426373,1.61051474229351,1.7256471069102
"37",38,44,1.19779556605611,0.279558836892322,0.714884510660751,0.781305108151053,1.0002647445506,1.17424502197256,1.3723872719646,1.70176534033194,1.80618034098363
"38",39,45,1.26283800342124,0.288204681768811,0.764346108495108,0.832304441358629,1.05841418088272,1.242911749619,1.4406040485799,1.77591426122341,1.8944531310656
"39",40,46,1.2158118224138,0.283779098246045,0.724997998442058,0.790518027261328,1.01564352608011,1.19394456630589,1.3925059947154,1.71732187281614,1.83478261627483
"40",41,47,1.21999914972387,0.282527330279082,0.730192731321327,0.796104097812449,1.02085132557406,1.19770716969399,1.39567439330964,1.71913060080719,1.82958069573388
"41",42,48,1.15823868423382,0.273991329677368,0.686048947710461,0.748110939976059,0.964592216890495,1.13510255770841,1.330630099663,1.64023079939861,1.75580685589083
"42",43,49,0.904365106117247,0.243240446929949,0.491349030031366,0.545257162791113,0.731311558149289,0.881866477459404,1.05414717902659,1.33247521010406,1.43484879238211
"43",44,50,0.902541864965609,0.242022425952763,0.494156384682684,0.545547215581792,0.73015694875877,0.880422026772218,1.05091363650933,1.33504347736175,1.43218654737495
