"data","region","cases","cumulative"
2022-10-21,"Veneto",0,65
2022-10-25,"Abruzzo",0,4
2022-10-25,"Basilicata",0,0
2022-10-25,"Calabria",0,0
2022-10-25,"Campania",0,46
2022-10-25,"Emilia-Romagna",0,89
2022-10-25,"Friuli-Venezia Giulia",0,14
2022-10-25,"Lazio",0,155
2022-10-25,"Liguria",0,26
2022-10-25,"Lombardia",0,357
2022-10-25,"Marche",0,7
2022-10-25,"Molise",0,0
2022-10-25,"Piemonte",0,33
2022-10-25,"Puglia",0,21
2022-10-25,"Sardegna",0,6
2022-10-25,"Sicilia",0,15
2022-10-25,"Toscana",0,47
2022-10-25,"PA Bolzano",0,1
2022-10-25,"PA Trento",0,4
2022-10-25,"Umbria",0,0
2022-10-25,"Valle d'Aosta",0,0
2022-10-25,"Veneto",0,65
2022-10-28,"Abruzzo",0,4
2022-10-28,"Basilicata",0,0
2022-10-28,"Calabria",0,0
2022-10-28,"Campania",0,46
2022-10-28,"Emilia-Romagna",0,89
2022-10-28,"Friuli-Venezia Giulia",0,14
2022-10-28,"Lazio",0,155
2022-10-28,"Liguria",0,26
2022-10-28,"Lombardia",4,361
2022-10-28,"Marche",0,7
2022-10-28,"Molise",0,0
2022-10-28,"Piemonte",0,33
2022-10-28,"Puglia",0,21
2022-10-28,"Sardegna",0,6
2022-10-28,"Sicilia",0,15
2022-10-28,"Toscana",0,47
2022-10-28,"PA Bolzano",0,1
2022-10-28,"PA Trento",0,4
2022-10-28,"Umbria",0,0
2022-10-28,"Valle d'Aosta",0,0
2022-10-28,"Veneto",0,65
2022-11-01,"Abruzzo",0,4
2022-11-01,"Basilicata",0,0
2022-11-01,"Calabria",0,0
2022-11-01,"Campania",0,46
2022-11-01,"Emilia-Romagna",0,89
2022-11-01,"Friuli-Venezia Giulia",0,14
2022-11-01,"Lazio",0,155
2022-11-01,"Liguria",0,26
2022-11-01,"Lombardia",2,363
2022-11-01,"Marche",0,7
2022-11-01,"Molise",0,0
2022-11-01,"Piemonte",0,33
2022-11-01,"Puglia",0,21
2022-11-01,"Sardegna",0,6
2022-11-01,"Sicilia",0,15
2022-11-01,"Toscana",0,47
2022-11-01,"PA Bolzano",0,1
2022-11-01,"PA Trento",0,4
2022-11-01,"Umbria",0,0
2022-11-01,"Valle d'Aosta",0,0
2022-11-01,"Veneto",0,65
2022-11-04,"Abruzzo",0,4
2022-11-04,"Basilicata",0,0
2022-11-04,"Calabria",0,0
2022-11-04,"Campania",0,46
2022-11-04,"Emilia-Romagna",0,89
2022-11-04,"Friuli-Venezia Giulia",0,14
2022-11-04,"Lazio",0,155
2022-11-04,"Liguria",0,26
2022-11-04,"Lombardia",2,365
2022-11-04,"Marche",0,7
2022-11-04,"Molise",0,0
2022-11-04,"Piemonte",0,33
2022-11-04,"Puglia",0,21
2022-11-04,"Sardegna",0,6
2022-11-04,"Sicilia",0,15
2022-11-04,"Toscana",0,47
2022-11-04,"PA Bolzano",0,1
2022-11-04,"PA Trento",0,4
2022-11-04,"Umbria",0,0
2022-11-04,"Valle d'Aosta",0,0
2022-11-04,"Veneto",0,65
2022-11-08,"Abruzzo",0,4
2022-11-08,"Basilicata",0,0
2022-11-08,"Calabria",0,0
2022-11-08,"Campania",1,47
2022-11-08,"Emilia-Romagna",0,89
2022-11-08,"Friuli-Venezia Giulia",0,14
2022-11-08,"Lazio",0,155
2022-11-08,"Liguria",0,26
2022-11-08,"Lombardia",15,380
2022-11-08,"Marche",0,7
2022-11-08,"Molise",0,0
2022-11-08,"Piemonte",0,33
2022-11-08,"Puglia",0,21
2022-11-08,"Sardegna",0,6
2022-11-08,"Sicilia",0,15
2022-11-08,"Toscana",0,47
2022-11-08,"PA Bolzano",0,1
2022-11-08,"PA Trento",0,4
2022-11-08,"Umbria",0,0
2022-11-08,"Valle d'Aosta",0,0
2022-11-08,"Veneto",0,65
2022-11-11,"Abruzzo",0,4
2022-11-11,"Basilicata",0,0
2022-11-11,"Calabria",0,0
2022-11-11,"Campania",0,47
2022-11-11,"Emilia-Romagna",0,89
2022-11-11,"Friuli-Venezia Giulia",0,14
2022-11-11,"Lazio",1,156
2022-11-11,"Liguria",0,26
2022-11-11,"Lombardia",0,380
2022-11-11,"Marche",0,7
2022-11-11,"Molise",0,0
2022-11-11,"Piemonte",0,33
2022-11-11,"Puglia",0,21
2022-11-11,"Sardegna",0,6
2022-11-11,"Sicilia",0,15
2022-11-11,"Toscana",0,47
2022-11-11,"PA Bolzano",0,1
2022-11-11,"PA Trento",0,4
2022-11-11,"Umbria",0,0
2022-11-11,"Valle d'Aosta",0,0
2022-11-11,"Veneto",0,65
2022-11-15,"Abruzzo",0,4
2022-11-15,"Basilicata",0,0
2022-11-15,"Calabria",0,0
2022-11-15,"Campania",0,47
2022-11-15,"Emilia-Romagna",0,89
2022-11-15,"Friuli-Venezia Giulia",0,14
2022-11-15,"Lazio",0,156
2022-11-15,"Liguria",0,26
2022-11-15,"Lombardia",0,380
2022-11-15,"Marche",0,7
2022-11-15,"Molise",0,0
2022-11-15,"Piemonte",0,33
2022-11-15,"Puglia",0,21
2022-11-15,"Sardegna",0,6
2022-11-15,"Sicilia",0,15
2022-11-15,"Toscana",0,47
2022-11-15,"PA Bolzano",0,1
2022-11-15,"PA Trento",0,4
2022-11-15,"Umbria",0,0
2022-11-15,"Valle d'Aosta",0,0
2022-11-15,"Veneto",0,65
2022-11-18,"Abruzzo",0,4
2022-11-18,"Basilicata",0,0
2022-11-18,"Calabria",0,0
2022-11-18,"Campania",0,47
2022-11-18,"Emilia-Romagna",0,89
2022-11-18,"Friuli-Venezia Giulia",0,14
2022-11-18,"Lazio",1,157
2022-11-18,"Liguria",0,26
2022-11-18,"Lombardia",1,381
2022-11-18,"Marche",0,7
2022-11-18,"Molise",0,0
2022-11-18,"Piemonte",0,33
2022-11-18,"Puglia",0,21
2022-11-18,"Sardegna",0,6
2022-11-18,"Sicilia",0,15
2022-11-18,"Toscana",0,47
2022-11-18,"PA Bolzano",0,1
2022-11-18,"PA Trento",0,4
2022-11-18,"Umbria",0,0
2022-11-18,"Valle d'Aosta",0,0
2022-11-18,"Veneto",0,65
2022-11-22,"Abruzzo",0,4
2022-11-22,"Basilicata",0,0
2022-11-22,"Calabria",0,0
2022-11-22,"Campania",0,47
2022-11-22,"Emilia-Romagna",0,89
2022-11-22,"Friuli-Venezia Giulia",0,14
2022-11-22,"Lazio",0,157
2022-11-22,"Liguria",0,26
2022-11-22,"Lombardia",0,381
2022-11-22,"Marche",0,7
2022-11-22,"Molise",0,0
2022-11-22,"Piemonte",0,33
2022-11-22,"Puglia",0,21
2022-11-22,"Sardegna",0,6
2022-11-22,"Sicilia",0,15
2022-11-22,"Toscana",0,47
2022-11-22,"PA Bolzano",0,1
2022-11-22,"PA Trento",0,4
2022-11-22,"Umbria",0,0
2022-11-22,"Valle d'Aosta",0,0
2022-11-22,"Veneto",0,65
2022-11-25,"Abruzzo",0,4
2022-11-25,"Basilicata",0,0
2022-11-25,"Calabria",0,0
2022-11-25,"Campania",0,47
2022-11-25,"Emilia-Romagna",0,89
2022-11-25,"Friuli-Venezia Giulia",0,14
2022-11-25,"Lazio",0,157
2022-11-25,"Liguria",0,26
2022-11-25,"Lombardia",0,381
2022-11-25,"Marche",0,7
2022-11-25,"Molise",0,0
2022-11-25,"Piemonte",1,34
2022-11-25,"Puglia",0,21
2022-11-25,"Sardegna",0,6
2022-11-25,"Sicilia",0,15
2022-11-25,"Toscana",0,47
2022-11-25,"PA Bolzano",0,1
2022-11-25,"PA Trento",0,4
2022-11-25,"Umbria",0,0
2022-11-25,"Valle d'Aosta",0,0
2022-11-25,"Veneto",0,65
2022-11-29,"Abruzzo",1,5
2022-11-29,"Basilicata",0,0
2022-11-29,"Calabria",0,0
2022-11-29,"Campania",0,47
2022-11-29,"Emilia-Romagna",0,89
2022-11-29,"Friuli-Venezia Giulia",0,14
2022-11-29,"Lazio",0,157
2022-11-29,"Liguria",0,26
2022-11-29,"Lombardia",0,381
2022-11-29,"Marche",0,7
2022-11-29,"Molise",0,0
2022-11-29,"Piemonte",0,34
2022-11-29,"Puglia",0,21
2022-11-29,"Sardegna",0,6
2022-11-29,"Sicilia",1,16
2022-11-29,"Toscana",0,47
2022-11-29,"PA Bolzano",0,1
2022-11-29,"PA Trento",0,4
2022-11-29,"Umbria",0,0
2022-11-29,"Valle d'Aosta",0,0
2022-11-29,"Veneto",0,65
2022-12-02,"Abruzzo",0,5
2022-12-02,"Basilicata",0,0
2022-12-02,"Calabria",0,0
2022-12-02,"Campania",0,47
2022-12-02,"Emilia-Romagna",0,89
2022-12-02,"Friuli-Venezia Giulia",0,14
2022-12-02,"Lazio",0,157
2022-12-02,"Liguria",0,26
2022-12-02,"Lombardia",1,382
2022-12-02,"Marche",0,7
2022-12-02,"Molise",0,0
2022-12-02,"Piemonte",0,34
2022-12-02,"Puglia",0,21
2022-12-02,"Sardegna",0,6
2022-12-02,"Sicilia",0,16
2022-12-02,"Toscana",0,47
2022-12-02,"PA Bolzano",0,1
2022-12-02,"PA Trento",0,4
2022-12-02,"Umbria",0,0
2022-12-02,"Valle d'Aosta",0,0
2022-12-02,"Veneto",0,65
2022-12-06,"Abruzzo",0,5
2022-12-06,"Basilicata",0,0
2022-12-06,"Calabria",0,0
2022-12-06,"Campania",0,47
2022-12-06,"Emilia-Romagna",0,89
2022-12-06,"Friuli-Venezia Giulia",0,14
2022-12-06,"Lazio",0,157
2022-12-06,"Liguria",0,26
2022-12-06,"Lombardia",2,384
2022-12-06,"Marche",0,7
2022-12-06,"Molise",0,0
2022-12-06,"Piemonte",0,34
2022-12-06,"Puglia",0,21
2022-12-06,"Sardegna",0,6
2022-12-06,"Sicilia",0,16
2022-12-06,"Toscana",0,47
2022-12-06,"PA Bolzano",0,1
2022-12-06,"PA Trento",0,4
2022-12-06,"Umbria",0,0
2022-12-06,"Valle d'Aosta",0,0
2022-12-06,"Veneto",0,65
2022-12-09,"Abruzzo",0,5
2022-12-09,"Basilicata",0,0
2022-12-09,"Calabria",0,0
2022-12-09,"Campania",0,47
2022-12-09,"Emilia-Romagna",0,89
2022-12-09,"Friuli-Venezia Giulia",0,14
2022-12-09,"Lazio",0,157
2022-12-09,"Liguria",0,26
2022-12-09,"Lombardia",4,388
2022-12-09,"Marche",0,7
2022-12-09,"Molise",0,0
2022-12-09,"Piemonte",0,34
2022-12-09,"Puglia",0,21
2022-12-09,"Sardegna",0,6
2022-12-09,"Sicilia",0,16
2022-12-09,"Toscana",0,47
2022-12-09,"PA Bolzano",0,1
2022-12-09,"PA Trento",0,4
2022-12-09,"Umbria",0,0
2022-12-09,"Valle d'Aosta",0,0
2022-12-09,"Veneto",0,65
2022-12-13,"Abruzzo",0,5
2022-12-13,"Basilicata",0,0
2022-12-13,"Calabria",0,0
2022-12-13,"Campania",0,47
2022-12-13,"Emilia-Romagna",0,89
2022-12-13,"Friuli-Venezia Giulia",0,14
2022-12-13,"Lazio",0,157
2022-12-13,"Liguria",0,26
2022-12-13,"Lombardia",0,388
2022-12-13,"Marche",0,7
2022-12-13,"Molise",0,0
2022-12-13,"Piemonte",0,34
2022-12-13,"Puglia",0,21
2022-12-13,"Sardegna",0,6
2022-12-13,"Sicilia",0,16
2022-12-13,"Toscana",0,47
2022-12-13,"PA Bolzano",0,1
2022-12-13,"PA Trento",0,4
2022-12-13,"Umbria",0,0
2022-12-13,"Valle d'Aosta",0,0
2022-12-13,"Veneto",0,65
2022-12-16,"Abruzzo",0,5
2022-12-16,"Basilicata",0,0
2022-12-16,"Calabria",0,0
2022-12-16,"Campania",0,47
2022-12-16,"Emilia-Romagna",0,89
2022-12-16,"Friuli-Venezia Giulia",0,14
2022-12-16,"Lazio",3,160
2022-12-16,"Liguria",0,26
2022-12-16,"Lombardia",2,390
2022-12-16,"Marche",0,7
2022-12-16,"Molise",0,0
2022-12-16,"Piemonte",0,34
2022-12-16,"Puglia",0,21
2022-12-16,"Sardegna",0,6
2022-12-16,"Sicilia",0,16
2022-12-16,"Toscana",0,47
2022-12-16,"PA Bolzano",0,1
2022-12-16,"PA Trento",0,4
2022-12-16,"Umbria",0,0
2022-12-16,"Valle d'Aosta",0,0
2022-12-16,"Veneto",0,65
2022-12-20,"Abruzzo",0,5
2022-12-20,"Basilicata",0,0
2022-12-20,"Calabria",0,0
2022-12-20,"Campania",0,47
2022-12-20,"Emilia-Romagna",0,89
2022-12-20,"Friuli-Venezia Giulia",0,14
2022-12-20,"Lazio",1,161
2022-12-20,"Liguria",0,26
2022-12-20,"Lombardia",3,393
2022-12-20,"Marche",0,7
2022-12-20,"Molise",0,0
2022-12-20,"Piemonte",0,34
2022-12-20,"Puglia",0,21
2022-12-20,"Sardegna",0,6
2022-12-20,"Sicilia",0,16
2022-12-20,"Toscana",0,47
2022-12-20,"PA Bolzano",0,1
2022-12-20,"PA Trento",0,4
2022-12-20,"Umbria",0,0
2022-12-20,"Valle d'Aosta",0,0
2022-12-20,"Veneto",0,65
2022-12-23,"Abruzzo",0,5
2022-12-23,"Basilicata",0,0
2022-12-23,"Calabria",0,0
2022-12-23,"Campania",0,47
2022-12-23,"Emilia-Romagna",0,89
2022-12-23,"Friuli-Venezia Giulia",0,14
2022-12-23,"Lazio",1,162
2022-12-23,"Liguria",0,26
2022-12-23,"Lombardia",1,394
2022-12-23,"Marche",0,7
2022-12-23,"Molise",0,0
2022-12-23,"Piemonte",0,34
2022-12-23,"Puglia",0,21
2022-12-23,"Sardegna",0,6
2022-12-23,"Sicilia",0,16
2022-12-23,"Toscana",0,47
2022-12-23,"PA Bolzano",0,1
2022-12-23,"PA Trento",0,4
2022-12-23,"Umbria",0,0
2022-12-23,"Valle d'Aosta",0,0
2022-12-23,"Veneto",0,65
2022-12-27,"Abruzzo",0,5
2022-12-27,"Basilicata",0,0
2022-12-27,"Calabria",0,0
2022-12-27,"Campania",0,47
2022-12-27,"Emilia-Romagna",0,89
2022-12-27,"Friuli-Venezia Giulia",0,14
2022-12-27,"Lazio",0,162
2022-12-27,"Liguria",0,26
2022-12-27,"Lombardia",8,402
2022-12-27,"Marche",0,7
2022-12-27,"Molise",0,0
2022-12-27,"Piemonte",0,34
2022-12-27,"Puglia",0,21
2022-12-27,"Sardegna",0,6
2022-12-27,"Sicilia",0,16
2022-12-27,"Toscana",0,47
2022-12-27,"PA Bolzano",0,1
2022-12-27,"PA Trento",0,4
2022-12-27,"Umbria",0,0
2022-12-27,"Valle d'Aosta",0,0
2022-12-27,"Veneto",0,65
